"","species","continent","country","adm1","adm2","locality","lat","lon","coordUncertaintyM","alt","institution","collection","catalogNumber","basisOfRecord","collector","earliestDateCollected","latestDateCollected","gbifNotes","downloadDate","maxElevationM","minElevationM","maxDepthM","minDepthM","ISO2","cloc"
"537","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Omasuyos: 7 km N of Huarisata, on road to Sorata, just above the small Indian village of Occo Hualata.",-15.91667,-68.65,NA,4124,"USA004","USA004","1100135","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4124",NA,NA,"BO","Omasuyos: 7 km N of Huarisata, on road to Sorata, just above the small Indian village of Occo Hualata., Bolivia"
"538","Solanum acaule f. acaule",NA,"Peru",NA,NA,"Cailloma.  Utupara.",-15.2,-71.76667,NA,4200,"USA004","USA004","1368424","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4200",NA,NA,"PE","Cailloma.  Utupara., Peru"
"539","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Cercado.  Km 168 on road from Cochabamba to Caracollo.",-17.65,-67,NA,4000,"USA004","USA004","1440870","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"BO","Prov. Cercado.  Km 168 on road from Cochabamba to Caracollo., Bolivia"
"540","Solanum acaule f. acaule",NA,"Peru",NA,NA,"Cailloma.  Pulpera-Shibayo.",-15.07389,-71.28361,NA,4020,"USA004","USA004","1368422","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4020",NA,NA,"PE","Cailloma.  Pulpera-Shibayo., Peru"
"541","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"3 km SE of Yavi, Finca de Alejandro Calisaya.",-22.16667,-65.45,NA,3600,"USA004","USA004","1367700","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"AR","3 km SE of Yavi, Finca de Alejandro Calisaya., Argentina"
"542","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Rio Chico, near La Quiaca before Santa Catalina.",-22.13333,-65.73333,NA,3620,"USA004","USA004","1367595","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3620",NA,NA,"AR","Rio Chico, near La Quiaca before Santa Catalina., Argentina"
"543","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Frias.  1 km above the road to Lecherias.",-19.63333,-65.06667,NA,3950,"USA004","USA004","1368256","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3950",NA,NA,"BO","Frias.  1 km above the road to Lecherias., Bolivia"
"544","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Rodero, 5 km in the direction of Iruya.",-22.93333,-65.28333,NA,3600,"USA004","USA004","1367663","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"AR","Rodero, 5 km in the direction of Iruya., Argentina"
"545","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Quillacollo.  28 km on road from Quillacollo to Morachata, between Janco Cala and Puente San Miguel.",-17.31667,-66.36667,NA,4000,"USA004","USA004","1368253","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"BO","Quillacollo.  28 km on road from Quillacollo to Morachata, between Janco Cala and Puente San Miguel., Bolivia"
"546","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Mina El Aguilar, road to Veta Nivel.",-23.21667,-65.7,NA,4300,"USA004","USA004","1367581","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4300",NA,NA,"AR","Mina El Aguilar, road to Veta Nivel., Argentina"
"547","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"On the way from Lizoite, 4 km on route 5.",-22.23333,-65.21667,NA,4120,"USA004","USA004","1367707","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4120",NA,NA,"AR","On the way from Lizoite, 4 km on route 5., Argentina"
"548","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Frias. 6 km from checkpoint leaving Potosi on way to Sucre. Karachi Pampa.",-19.53333,-65.73333,NA,3900,"USA004","USA004","1440778","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"BO","Prov. Frias. 6 km from checkpoint leaving Potosi on way to Sucre. Karachi Pampa., Bolivia"
"549","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Aroma.  Banos de Viscachani.",-17.36694,-67.15,NA,3800,"USA004","USA004","1368250","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"BO","Aroma.  Banos de Viscachani., Bolivia"
"550","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Probably Prov. Tapacari.  At approximately km 102 on the Cochabamba-Confital road.  7.5 km beyond the Challa junction and 17 km before Confital.  Across the river from the road.",-17.63333,-66.75,NA,3780,"USA004","USA004","1440868","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3780",NA,NA,"BO","Probably Prov. Tapacari.  At approximately km 102 on the Cochabamba-Confital road.  7.5 km beyond the Challa junction and 17 km before Confital.  Across the river from the road., Bolivia"
"551","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Yuto Pampa area, Casa Colorado a Molulo.",-23.58333,-65.7,NA,3800,"USA004","USA004","1330006","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Yuto Pampa area, Casa Colorado a Molulo., Argentina"
"552","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Sud Chicas or Nor Chicas. Rio Blanco. 39-40 km from Tupiza checkpoint on road to Cotagaita. About 350 m from road.",-21.13333,-65.8,NA,3220,"USA004","USA004","1440777","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3220",NA,NA,"BO","Prov. Sud Chicas or Nor Chicas. Rio Blanco. 39-40 km from Tupiza checkpoint on road to Cotagaita. About 350 m from road., Bolivia"
"553","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"3 km S of Negra Muerta, on route 40.",-24.5,-66.2,NA,4100,"USA004","USA004","1367669","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4100",NA,NA,"AR","3 km S of Negra Muerta, on route 40., Argentina"
"554","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Route 5, 4 km E of Puesto Grande on the road to La Queaca.",-22.1,-65.95,NA,3700,"USA004","USA004","1367589","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Route 5, 4 km E of Puesto Grande on the road to La Queaca., Argentina"
"555","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Between Quebrada del Chorro and Laguna Colorada.",-23.71667,-65.28333,NA,3400,"USA004","USA004","1206232","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3400",NA,NA,"AR","Between Quebrada del Chorro and Laguna Colorada., Argentina"
"556","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Cercado.  15.5 km from the checkpoint leaving Oruro, or 1 km after Cala Cala towards Sacaca.",-17.98333,-66.91667,NA,3920,"USA004","USA004","1440883","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3920",NA,NA,"BO","Prov. Cercado.  15.5 km from the checkpoint leaving Oruro, or 1 km after Cala Cala towards Sacaca., Bolivia"
"557","Solanum acaule f. acaule",NA,"Ecuador",NA,NA,"Palmira.  On Loma Mayocancha, at Estacion Experimental Paramo Moyocancha, 11.4 km east of Tixan-Palmira road, 3.3 km south of Cocan.",-2.15,-78.71667,NA,3750,"USA004","USA004","1456614","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3750",NA,NA,"EC","Palmira.  On Loma Mayocancha, at Estacion Experimental Paramo Moyocancha, 11.4 km east of Tixan-Palmira road, 3.3 km south of Cocan., Ecuador"
"558","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Copacabana.  Near Tiquina on side of Copacabana.",-16.21667,-68.86667,NA,3820,"USA004","USA004","1393121","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3820",NA,NA,"BO","Copacabana.  Near Tiquina on side of Copacabana., Bolivia"
"559","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Loayza.  Pomasara (the upper one), 14.4 km from Ayo Ayo on the road to Caracato.",-17.03333,-67.86667,NA,4020,"USA004","USA004","1440874","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4020",NA,NA,"BO","Prov. Loayza.  Pomasara (the upper one), 14.4 km from Ayo Ayo on the road to Caracato., Bolivia"
"560","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Humahuaca.  Between Palca de Aparzo and Cianzo.",-23.16667,-65.1,NA,3400,"USA004","USA004","1452997","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3400",NA,NA,"AR","Humahuaca.  Between Palca de Aparzo and Cianzo., Argentina"
"561","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Suripugio.",-22.16667,-65.38333,NA,3700,"USA004","USA004","1367582","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Suripugio., Argentina"
"562","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Aviles.  52 km from Iscayachi on the road to Villazon.",-21.78333,-65.13333,NA,3720,"USA004","USA004","1440776","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3720",NA,NA,"BO","Prov. Aviles.  52 km from Iscayachi on the road to Villazon., Bolivia"
"563","Solanum acaule f. acaule",NA,"Peru",NA,NA,"Ilpa",-13.51667,-71.98333,NA,3800,"USA004","USA004","1368449","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"PE","Ilpa, Peru"
"564","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Oran.  Trail from Palca de Aparzo to Santa Cruz, about six hours from the road by mule.",-23.15,-64.98333,NA,3600,"USA004","USA004","1452999","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"AR","Oran.  Trail from Palca de Aparzo to Santa Cruz, about six hours from the road by mule., Argentina"
"565","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Dalence: 32 km E of Huanuni, on Oruro-Sucre road.",-18.38333,-66.6,NA,3685,"USA004","USA004","1100044","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3685",NA,NA,"BO","Dalence: 32 km E of Huanuni, on Oruro-Sucre road., Bolivia"
"566","Solanum acaule f. acaule",NA,"Peru",NA,NA,"Angaraes.  Huancavelica to Lircay, 42 km.",-12.9,-74.81667,NA,4200,"USA004","USA004","1368418","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4200",NA,NA,"PE","Angaraes.  Huancavelica to Lircay, 42 km., Peru"
"567","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Sierra de Famatina, Puesto de La Cienaga Grande.",-28.7,-67.83333,NA,3100,"USA004","USA004","1367634","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3100",NA,NA,"AR","Sierra de Famatina, Puesto de La Cienaga Grande., Argentina"
"568","Solanum acaule f. acaule",NA,"Peru",NA,NA,"Juliaca.",-15.5,-70.13333,NA,3825,"USA004","USA004","1368249","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3825",NA,NA,"PE","Juliaca., Peru"
"569","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Omasuyos.  Gualata Chica.  6 km from Huarisata on road to Sorata, or 14 km from Achacachi on the Sorata road.",-15.88333,-68.65,NA,4080,"USA004","USA004","1440875","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4080",NA,NA,"BO","Prov. Omasuyos.  Gualata Chica.  6 km from Huarisata on road to Sorata, or 14 km from Achacachi on the Sorata road., Bolivia"
"570","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Mendez. 2 km from Iscayachi on the road to Tarija.  Near the river crossing.",-21.45,-64.98333,NA,3400,"USA004","USA004","1440774","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3400",NA,NA,"BO","Prov. Mendez. 2 km from Iscayachi on the road to Tarija.  Near the river crossing., Bolivia"
"571","Solanum acaule f. acaule",NA,"Peru",NA,NA,"Cailloma.  Viscachani.",-15.23333,-69.75,NA,4090,"USA004","USA004","1368423","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4090",NA,NA,"PE","Cailloma.  Viscachani., Peru"
"572","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Serrania to Aparzo, 8 km before Ilegar a Aparzo.",-23.11667,-65.2,NA,4000,"USA004","USA004","1367673","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"AR","Serrania to Aparzo, 8 km before Ilegar a Aparzo., Argentina"
"573","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"El Chorro.",-23.66667,-63.4,NA,3090,"USA004","USA004","1367628","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3090",NA,NA,"AR","El Chorro., Argentina"
"574","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Puesto Ventura, 6 hours by mule from Tilcara.",-23.58333,-65.23333,NA,3700,"USA004","USA004","1394946","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Puesto Ventura, 6 hours by mule from Tilcara., Argentina"
"575","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"El Moreno, Finca de Telesforo Flores.",-23.86667,-65.8,NA,3480,"USA004","USA004","1367689","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3480",NA,NA,"AR","El Moreno, Finca de Telesforo Flores., Argentina"
"576","Solanum acaule f. acaule",NA,"Peru",NA,NA,"Ilave",-16.08333,-69.66667,NA,3900,"USA004","USA004","1368450","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"PE","Ilave, Peru"
"577","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Cercado.  1 km after Caihuasi on the road to Cochabamba from Oruro.",-17.61667,-67.05,NA,3900,"USA004","USA004","1440887","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"BO","Prov. Cercado.  1 km after Caihuasi on the road to Cochabamba from Oruro., Bolivia"
"578","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Aviles. Chorcoya Mendez. 11 km from Iscayachi on road to Villazon.",-21.56667,-65.03333,NA,3540,"USA004","USA004","1440775","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3540",NA,NA,"BO","Prov. Aviles. Chorcoya Mendez. 11 km from Iscayachi on road to Villazon., Bolivia"
"579","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Chayanta: ca 2 km W of Ocuri, on Oruro-Sucre road.",-18.86667,-65.81667,NA,4270,"USA004","USA004","1100059","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4270",NA,NA,"BO","Chayanta: ca 2 km W of Ocuri, on Oruro-Sucre road., Bolivia"
"580","Solanum acaule f. acaule",NA,"Peru",NA,NA,"1 km past Taraco on the road from Juliaca to Huancane.",-15.3,-69.96667,NA,3950,"USA004","USA004","1368263","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3950",NA,NA,"PE","1 km past Taraco on the road from Juliaca to Huancane., Peru"
"581","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Camacho.  Cemetery in the town of Escoma.",-15.63333,-69.06667,NA,3800,"USA004","USA004","1440877","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"BO","Prov. Camacho.  Cemetery in the town of Escoma., Bolivia"
"582","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Cercado.  2 km after first toll gate of Caihuasi (before Caracollo on the road from Cochabamba).",-17.61667,-67.03333,NA,3870,"USA004","USA004","1440871","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3870",NA,NA,"BO","Prov. Cercado.  2 km after first toll gate of Caihuasi (before Caracollo on the road from Cochabamba)., Bolivia"
"583","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Route 40, El Rodeo.",-24.53333,-66.2,NA,3900,"USA004","USA004","1367666","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"AR","Route 40, El Rodeo., Argentina"
"584","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Ayopaya.  Villa Pereira.  12 km from Kami on road to to Cruze de Challa.  54 km before reaching the paved road.  Next to the village cafe.",-17.46667,-66.8,NA,3820,"USA004","USA004","1440867","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3820",NA,NA,"BO","Prov. Ayopaya.  Villa Pereira.  12 km from Kami on road to to Cruze de Challa.  54 km before reaching the paved road.  Next to the village cafe., Bolivia"
"585","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Near El Angosto.",-22.11667,-65.46667,NA,3450,"USA004","USA004","1367622","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3450",NA,NA,"AR","Near El Angosto., Argentina"
"586","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Aroma or Loayza.  15 km from Konani (where the road to Quime leaves the La Paz-Oruro road) towards Quime.",-17.33333,-67.38333,NA,4100,"USA004","USA004","1440880","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4100",NA,NA,"BO","Prov. Aroma or Loayza.  15 km from Konani (where the road to Quime leaves the La Paz-Oruro road) towards Quime., Bolivia"
"587","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Rinconada.",-22.45,-66.18333,NA,4000,"USA004","USA004","1367614","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"AR","Rinconada., Argentina"
"588","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"On the way from Lizoite, 8 km on route 5.",-22.25,-65.21667,NA,3900,"USA004","USA004","1367708","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"AR","On the way from Lizoite, 8 km on route 5., Argentina"
"589","Solanum acaule f. acaule",NA,"Peru",NA,NA,"Marcapata",-13.5,-70.91667,NA,NA,"USA004","USA004","1368380","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Marcapata, Peru"
"590","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Omasuyos.  Near Achacahi.",-16.01667,-68.76667,NA,3800,"USA004","USA004","1393120","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"BO","Omasuyos.  Near Achacahi., Bolivia"
"591","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Frias.  Km 160 from Sucre to Potosi.",-19.33333,-65.16667,NA,3925,"USA004","USA004","1368255","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3925",NA,NA,"BO","Frias.  Km 160 from Sucre to Potosi., Bolivia"
"592","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Triqohuaico.",-22.36667,-65.06667,NA,3700,"USA004","USA004","1367713","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Triqohuaico., Argentina"
"593","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Camacho: 19 km N of Escoma, on road to Hualipacayo, walking toward cliff faces, but collecting before reaching the cliff about stone walls around houses.",-15.53333,-69.05,NA,3792,"USA004","USA004","1100134","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3792",NA,NA,"BO","Camacho: 19 km N of Escoma, on road to Hualipacayo, walking toward cliff faces, but collecting before reaching the cliff about stone walls around houses., Bolivia"
"594","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"21 km from Abra Pampa, on route 7.",-23.58333,-65.85,NA,3700,"USA004","USA004","1367710","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","21 km from Abra Pampa, on route 7., Argentina"
