"species","continent","country","adm1","adm2","locality","lat","lon","coordUncertaintyM","alt","institution","collection","catalogNumber","basisOfRecord","collector","earliestDateCollected","latestDateCollected","gbifNotes","downloadDate","maxElevationM","minElevationM","maxDepthM","minDepthM","ISO2","cloc"
"Solanum acaule f. acaule",NA,"Peru",NA,NA,"Cailloma.  Pulpera-Shibayo.",-15.07389,-71.28361,NA,4020,"USA004","USA004","1368422","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4020",NA,NA,"PE","Cailloma.  Pulpera-Shibayo., Peru"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"3 km SE of Yavi, Finca de Alejandro Calisaya.",-22.16667,-65.45,NA,3600,"USA004","USA004","1367700","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"AR","3 km SE of Yavi, Finca de Alejandro Calisaya., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Rio Chico, near La Quiaca before Santa Catalina.",-22.13333,-65.73333,NA,3620,"USA004","USA004","1367595","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3620",NA,NA,"AR","Rio Chico, near La Quiaca before Santa Catalina., Argentina"
"Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Piedra Parada, Morron del Carrascal.",-23.58333,-65.16667,NA,3700,"USA004","USA004","1367732","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Piedra Parada, Morron del Carrascal., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"30 km W of Catalina, on the way to El Angosto.",-21.88333,-66.18333,NA,3800,"USA004","USA004","1367682","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","30 km W of Catalina, on the way to El Angosto., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Tafna.",-22.13333,-65.75,NA,3590,"USA004","USA004","1367597","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3590",NA,NA,"AR","Tafna., Argentina"
"Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Piedra Parada above Abra Colorada, 5 hours by mule from Tilcara.",-23.58333,-65.21667,NA,3450,"USA004","USA004","1394983","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3450",NA,NA,"AR","Piedra Parada above Abra Colorada, 5 hours by mule from Tilcara., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Capital.  Quebrada de Tolara, 1 km from Molinos.",-23.96667,-65.63333,NA,3500,"USA004","USA004","1452995","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3500",NA,NA,"AR","Capital.  Quebrada de Tolara, 1 km from Molinos., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Tafna.",-22.13333,-65.75,NA,3850,"USA004","USA004","1367598","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3850",NA,NA,"AR","Tafna., Argentina"
"Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"La Encrucijada, Sierra de Famatina.",-28.96667,-67.7,NA,3050,"USA004","USA004","1367736","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3050",NA,NA,"AR","La Encrucijada, Sierra de Famatina., Argentina"
"Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Sierra de Famatina, La Encrucijada.",-28.96667,-67.7,NA,3050,"USA004","USA004","1367739","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3050",NA,NA,"AR","Sierra de Famatina, La Encrucijada., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Frias.  1 km above the road to Lecherias.",-19.63333,-65.06667,NA,3950,"USA004","USA004","1368256","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3950",NA,NA,"BO","Frias.  1 km above the road to Lecherias., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Chiquero (Sa de Zenta).",-23.18333,-65.05,NA,4400,"USA004","USA004","1367656","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4400",NA,NA,"AR","Chiquero (Sa de Zenta)., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Rodero, 5 km in the direction of Iruya.",-22.93333,-65.28333,NA,3600,"USA004","USA004","1367663","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"AR","Rodero, 5 km in the direction of Iruya., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Route 9, 12 km N of Esquina Blanca on the road to Tres Cruces.",-22.96667,-65.43333,NA,3700,"USA004","USA004","1367662","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Route 9, 12 km N of Esquina Blanca on the road to Tres Cruces., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Quillacollo.  28 km on road from Quillacollo to Morachata, between Janco Cala and Puente San Miguel.",-17.31667,-66.36667,NA,4000,"USA004","USA004","1368253","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"BO","Quillacollo.  28 km on road from Quillacollo to Morachata, between Janco Cala and Puente San Miguel., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Mina El Aguilar, road to Veta Nivel.",-23.21667,-65.7,NA,4300,"USA004","USA004","1367581","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4300",NA,NA,"AR","Mina El Aguilar, road to Veta Nivel., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"8 km SW of Fundiciones.",-22.5,-66.2,NA,4020,"USA004","USA004","1367617","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4020",NA,NA,"AR","8 km SW of Fundiciones., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Rincon de Cajas, Finca de Marcos Cruz, route 5.",-22.23333,-65.28333,NA,3980,"USA004","USA004","1367681","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3980",NA,NA,"AR","Rincon de Cajas, Finca de Marcos Cruz, route 5., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Frias.  On road to Lecherias, 0.5km below Potosi.",-19.63333,-65.06667,NA,3950,"USA004","USA004","1368257","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3950",NA,NA,"BO","Frias.  On road to Lecherias, 0.5km below Potosi., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"On the way from Lizoite, 4 km on route 5.",-22.23333,-65.21667,NA,4120,"USA004","USA004","1367707","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4120",NA,NA,"AR","On the way from Lizoite, 4 km on route 5., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Frias. 6 km from checkpoint leaving Potosi on way to Sucre. Karachi Pampa.",-19.53333,-65.73333,NA,3900,"USA004","USA004","1440778","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"BO","Prov. Frias. 6 km from checkpoint leaving Potosi on way to Sucre. Karachi Pampa., Bolivia"
"Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"La Encrucijada, Sierra de Famatina.",-28.96667,-67.7,NA,3050,"USA004","USA004","1367711","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3050",NA,NA,"AR","La Encrucijada, Sierra de Famatina., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Ayopaya.  27 km from Kami on the road from Cruce de Challa to Independencia, Abra de Ornoni.",-17.25,-66.9,NA,3730,"USA004","USA004","1393014","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3730",NA,NA,"BO","Ayopaya.  27 km from Kami on the road from Cruce de Challa to Independencia, Abra de Ornoni., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"10 km W of Santa Catalina.",-21.88333,-66.03333,NA,4000,"USA004","USA004","1367602","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"AR","10 km W of Santa Catalina., Argentina"
"Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Abra Colorada, 6 hours by mule from Tilcara to El Durazno.",-23.58333,-65.21667,NA,3200,"USA004","USA004","1394954","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3200",NA,NA,"AR","Abra Colorada, 6 hours by mule from Tilcara to El Durazno., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"52 km E of Abra de Lizoite, route 5.",-22.78333,-65.1,NA,3300,"USA004","USA004","1367677","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3300",NA,NA,"AR","52 km E of Abra de Lizoite, route 5., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Aroma.  Banos de Viscachani.",-17.36694,-67.15,NA,3800,"USA004","USA004","1368250","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"BO","Aroma.  Banos de Viscachani., Bolivia"
"Solanum acaule f. acaule",NA,"Peru",NA,NA,"Condorsenca, Pampa Galeras",-14.66667,-74.38333,NA,NA,"USA004","USA004","1368378","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Condorsenca, Pampa Galeras, Peru"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Sierra de la Victoria.",-22.4,-65.35,NA,3900,"USA004","USA004","1367697","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"AR","Sierra de la Victoria., Argentina"
"Solanum acaule f. acaule",NA,"Peru",NA,NA,"Huarochiri",-12.15,-76.23333,NA,NA,"USA004","USA004","1393116","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Huarochiri, Peru"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Probably Prov. Tapacari.  At approximately km 102 on the Cochabamba-Confital road.  7.5 km beyond the Challa junction and 17 km before Confital.  Across the river from the road.",-17.63333,-66.75,NA,3780,"USA004","USA004","1440868","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3780",NA,NA,"BO","Probably Prov. Tapacari.  At approximately km 102 on the Cochabamba-Confital road.  7.5 km beyond the Challa junction and 17 km before Confital.  Across the river from the road., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Yuto Pampa area, Casa Colorado a Molulo.",-23.58333,-65.7,NA,3800,"USA004","USA004","1330006","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Yuto Pampa area, Casa Colorado a Molulo., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Palca de Aparzo, 41 km E of Humahuaca.",-23.11667,-65.11667,NA,3800,"USA004","USA004","1367717","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Palca de Aparzo, 41 km E of Humahuaca., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Sud Chicas or Nor Chicas. Rio Blanco. 39-40 km from Tupiza checkpoint on road to Cotagaita. About 350 m from road.",-21.13333,-65.8,NA,3220,"USA004","USA004","1440777","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3220",NA,NA,"BO","Prov. Sud Chicas or Nor Chicas. Rio Blanco. 39-40 km from Tupiza checkpoint on road to Cotagaita. About 350 m from road., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"3 km S of Negra Muerta, on route 40.",-24.5,-66.2,NA,4100,"USA004","USA004","1367669","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4100",NA,NA,"AR","3 km S of Negra Muerta, on route 40., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Route 5, 4 km E of Puesto Grande on the road to La Queaca.",-22.1,-65.95,NA,3700,"USA004","USA004","1367589","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Route 5, 4 km E of Puesto Grande on the road to La Queaca., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Between Quebrada del Chorro and Laguna Colorada.",-23.71667,-65.28333,NA,3400,"USA004","USA004","1206232","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3400",NA,NA,"AR","Between Quebrada del Chorro and Laguna Colorada., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"A cave on the trail from Abra de Zenta to Santa Cruz.",-23.16667,-64.95,NA,3600,"USA004","USA004","1367655","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"AR","A cave on the trail from Abra de Zenta to Santa Cruz., Argentina"
"Solanum acaule f. acaule",NA,"Peru",NA,NA,"Yauli",-11.7,-75.43333,NA,NA,"USA004","USA004","1393119","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Yauli, Peru"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Cercado.  15.5 km from the checkpoint leaving Oruro, or 1 km after Cala Cala towards Sacaca.",-17.98333,-66.91667,NA,3920,"USA004","USA004","1440883","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3920",NA,NA,"BO","Prov. Cercado.  15.5 km from the checkpoint leaving Oruro, or 1 km after Cala Cala towards Sacaca., Bolivia"
"Solanum acaule f. acaule",NA,"Ecuador",NA,NA,"Palmira.  On Loma Mayocancha, at Estacion Experimental Paramo Moyocancha, 11.4 km east of Tixan-Palmira road, 3.3 km south of Cocan.",-2.15,-78.71667,NA,3750,"USA004","USA004","1456614","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3750",NA,NA,"EC","Palmira.  On Loma Mayocancha, at Estacion Experimental Paramo Moyocancha, 11.4 km east of Tixan-Palmira road, 3.3 km south of Cocan., Ecuador"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Copacabana.  Near Tiquina on side of Copacabana.",-16.21667,-68.86667,NA,3820,"USA004","USA004","1393121","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3820",NA,NA,"BO","Copacabana.  Near Tiquina on side of Copacabana., Bolivia"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Loayza.  Pomasara (the upper one), 14.4 km from Ayo Ayo on the road to Caracato.",-17.03333,-67.86667,NA,4020,"USA004","USA004","1440874","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4020",NA,NA,"BO","Prov. Loayza.  Pomasara (the upper one), 14.4 km from Ayo Ayo on the road to Caracato., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Km 83, between Infiernellos and Tafi del Valle.",-26.76667,-65.75,NA,2940,"USA004","USA004","1367694","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"2940",NA,NA,"AR","Km 83, between Infiernellos and Tafi del Valle., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Humahuaca.  Between Palca de Aparzo and Cianzo.",-23.16667,-65.1,NA,3400,"USA004","USA004","1452997","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3400",NA,NA,"AR","Humahuaca.  Between Palca de Aparzo and Cianzo., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"8 km SW of Rinconada.",-22.5,-66.2,NA,4020,"USA004","USA004","1367618","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4020",NA,NA,"AR","8 km SW of Rinconada., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Suripugio.",-22.16667,-65.38333,NA,3700,"USA004","USA004","1367582","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Suripugio., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Aviles.  52 km from Iscayachi on the road to Villazon.",-21.78333,-65.13333,NA,3720,"USA004","USA004","1440776","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3720",NA,NA,"BO","Prov. Aviles.  52 km from Iscayachi on the road to Villazon., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Esquina Blanca, 100 m N of the ford with the Rio Grande and route 9.",-22.96667,-65.43333,NA,3600,"USA004","USA004","1367674","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"AR","Esquina Blanca, 100 m N of the ford with the Rio Grande and route 9., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Puerta de Tomayos, 20 km N of La Poma.",-24.65,-66.2,NA,3480,"USA004","USA004","1367621","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3480",NA,NA,"AR","Puerta de Tomayos, 20 km N of La Poma., Argentina"
"Solanum acaule f. acaule",NA,"Peru",NA,NA,"Ilpa",-13.51667,-71.98333,NA,3800,"USA004","USA004","1368449","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"PE","Ilpa, Peru"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Ingavi.  Ruins of Tiahuanaco.",-16.55,-68.7,NA,3900,"USA004","USA004","1368262","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"BO","Ingavi.  Ruins of Tiahuanaco., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Oran.  Trail from Palca de Aparzo to Santa Cruz, about six hours from the road by mule.",-23.15,-64.98333,NA,3600,"USA004","USA004","1452999","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"AR","Oran.  Trail from Palca de Aparzo to Santa Cruz, about six hours from the road by mule., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"5 km S of Negra Muerta, on route 40.",-24.5,-66.2,NA,4000,"USA004","USA004","1367670","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"AR","5 km S of Negra Muerta, on route 40., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Abra de Meson, El Meson, E of Abra.",-22.25,-64.9,NA,2960,"USA004","USA004","1367624","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"2960",NA,NA,"AR","Abra de Meson, El Meson, E of Abra., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"52 km E of Abra de Lizoite, route 5.",-22.78333,-65.1,NA,3300,"USA004","USA004","1367679","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3300",NA,NA,"AR","52 km E of Abra de Lizoite, route 5., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"10 km W of Santa Catalina.",-21.88333,-66.03333,NA,4000,"USA004","USA004","1367603","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"AR","10 km W of Santa Catalina., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Dalence: 32 km E of Huanuni, on Oruro-Sucre road.",-18.38333,-66.6,NA,3685,"USA004","USA004","1100044","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3685",NA,NA,"BO","Dalence: 32 km E of Huanuni, on Oruro-Sucre road., Bolivia"
"Solanum acaule f. acaule",NA,"Peru",NA,NA,"Angaraes.  Huancavelica to Lircay, 42 km.",-12.9,-74.81667,NA,4200,"USA004","USA004","1368418","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4200",NA,NA,"PE","Angaraes.  Huancavelica to Lircay, 42 km., Peru"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"10 km W of Santa Catalina.",-21.88333,-66.03333,NA,4000,"USA004","USA004","1367604","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"AR","10 km W of Santa Catalina., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Cajas.",-22.23333,-65.28333,NA,3850,"USA004","USA004","1367724","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3850",NA,NA,"AR","Cajas., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Aparzo.",-23.1,-65.16667,NA,3800,"USA004","USA004","1367716","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Aparzo., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Sierra de Famatina, Puesto de La Cienaga Grande.",-28.7,-67.83333,NA,3100,"USA004","USA004","1367634","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3100",NA,NA,"AR","Sierra de Famatina, Puesto de La Cienaga Grande., Argentina"
"Solanum acaule f. acaule",NA,"Peru",NA,NA,"Juliaca.",-15.5,-70.13333,NA,3825,"USA004","USA004","1368249","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3825",NA,NA,"PE","Juliaca., Peru"
